                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                0.67565,                0.44713,                 1.1718,                      0,                      0,                      0,                      0,                      0,                 4.0466,                      0,                0.00101,                0.00101,                0.00101
                     27,                0.66309,                0.42069,                 1.1564,                      0,                      0,                      0,                      0,                      0,                 4.2245,                      0,              0.0009704,              0.0009704,              0.0009704
                     28,                0.65504,                0.42902,                 1.1496,                      0,                      0,                      0,                      0,                      0,                 6.3393,                      0,              0.0009308,              0.0009308,              0.0009308
                     29,                 0.6368,                0.40985,                 1.1504,                      0,                      0,                      0,                      0,                      0,                 3.6567,                      0,              0.0008912,              0.0008912,              0.0008912
                     30,                0.64943,                0.40893,                 1.1552,                      0,                      0,                      0,                      0,                      0,                 5.4831,                      0,              0.0008516,              0.0008516,              0.0008516
                     31,                0.63936,                0.40855,                 1.1547,                      0,                      0,                      0,                      0,                      0,                 5.2199,                      0,               0.000812,               0.000812,               0.000812
                     32,                0.63735,                0.40816,                 1.1386,                      0,                      0,                      0,                      0,                      0,                 6.5075,                      0,              0.0007724,              0.0007724,              0.0007724
                     33,                0.62827,                0.38973,                 1.1346,                      0,                      0,                      0,                      0,                      0,                 4.9383,                      0,              0.0007328,              0.0007328,              0.0007328
                     34,                 0.5958,                0.36699,                 1.1321,                      0,                      0,                      0,                      0,                      0,                  4.888,                      0,              0.0006932,              0.0006932,              0.0006932
                     35,                0.59671,                0.38055,                 1.1091,                      0,                      0,                      0,                      0,                      0,                 7.4536,                      0,              0.0006536,              0.0006536,              0.0006536
                     36,                0.60474,                0.39708,                  1.119,                      0,                      0,                      0,                      0,                      0,                 6.9494,                      0,               0.000614,               0.000614,               0.000614
                     37,                0.58253,                0.37483,                 1.1076,                      0,                      0,                      0,                      0,                      0,                 4.4231,                      0,              0.0005744,              0.0005744,              0.0005744
                     38,                0.59598,                0.38567,                 1.1079,                      0,                      0,                      0,                      0,                      0,                 5.5709,                      0,              0.0005348,              0.0005348,              0.0005348
                     39,                0.58391,                0.36575,                 1.1086,                      0,                      0,                      0,                      0,                      0,                 4.9415,                      0,              0.0004952,              0.0004952,              0.0004952
                     40,                0.57959,                0.35933,                 1.1051,                      0,                      0,                      0,                      0,                      0,                 5.8858,                      0,              0.0004556,              0.0004556,              0.0004556
                     41,                0.50029,                0.36464,                 1.1209,                      0,                      0,                      0,                      0,                      0,                 5.7123,                      0,               0.000416,               0.000416,               0.000416
                     42,                0.47318,                0.32065,                 1.0742,                      0,                      0,                      0,                      0,                      0,                 11.087,                      0,              0.0003764,              0.0003764,              0.0003764
                     43,                0.47063,                0.30251,                  1.082,                      0,                      0,                      0,                      0,                      0,                  6.908,                      0,              0.0003368,              0.0003368,              0.0003368
                     44,                0.47853,                0.30925,                 1.0862,                      0,                      0,                      0,                      0,                      0,                 7.3139,                      0,              0.0002972,              0.0002972,              0.0002972
                     45,                0.45966,                0.29275,                 1.0672,                      0,                      0,                      0,                      0,                      0,                 7.5632,                      0,              0.0002576,              0.0002576,              0.0002576
                     46,                0.43637,                0.28766,                 1.0559,                      0,                      0,                      0,                      0,                      0,                 7.3028,                      0,               0.000218,               0.000218,               0.000218
                     47,                 0.4287,                0.27359,                 1.0405,                      0,                      0,                      0,                      0,                      0,                 8.7429,                      0,              0.0001784,              0.0001784,              0.0001784
                     48,                 0.4338,                0.27458,                 1.0456,                      0,                      0,                      0,                      0,                      0,                  7.053,                      0,              0.0001388,              0.0001388,              0.0001388
                     49,                0.41686,                0.26434,                 1.0132,                      0,                      0,                      0,                      0,                      0,                 8.5575,                      0,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 0.4085,                0.25843,                 1.0267,                      0,                      0,                      0,                      0,                      0,                 8.5352,                      0,               5.96e-05,               5.96e-05,               5.96e-05
